current_price,price_change_24h,volume_24h,rolling_avg_7d,rolling_avg_30d,volatility_7d,period_start,period_end
71223.75788076082,0.6719058887653562,1976636527.8321717,67236.49410353963,73596.17086217653,0.6883854224607096,2021-10-13,2025-03-13
